,towns,lon,lat
2066,"Phillips, New York",-76.4820529,42.4445768
2067,"Phillipsburg, Maine",-69.8147684,43.820638
2068,"Phillipsburg, Massachusetts",-80.28603,40.7004444
2069,"Phillipsburgh, Massachusetts",-80.28603,40.7004444
2070,"Phillipston, Massachusetts",-72.1328582,42.5486993
2071,"Phillipstown, New York",-73.9504774,41.4230072
2072,"Phippsburg, Maine",-69.8147684,43.820638
2073,"Phippsburg, Massachusetts",-71.3824374,42.4072107
2074,"Phipsburg, Maine",-69.8147684,43.820638
2075,"Phipsburg, Massachusetts",-71.3824374,42.4072107
2076,"Phipsburgh, Maine",-69.8147684,43.820638
2077,"Piasa, Illinois",-90.1237198,39.1158798
2078,"Piasau, Illinois",-89.3985283,40.6331249
2079,"Pickney, New York",-75.7836589,43.8286579
2080,"Piitsfield, Vermont",-72.8128828,43.7722884
2081,"Pike, Illinois",-90.8294002,39.5662363
2082,"Pinckney, New York",-75.7836589,43.8286579
2083,"Pine Creek, Pennsylvania",-79.0586474,41.1592302
2084,"Pinfield, New York",-77.475551,43.1303407
2085,"Pinkney, New York",-73.8241077,40.8867511
2086,"Piscataway, Maryland",-76.9725,38.700556
2087,"Pitt, Pennsylvania",-79.960835,40.4443533
2088,"Pittsburgh, Pennsylvania",-79.9958864,40.4406248
2089,"Pittsfield, Maine",-69.3833847,44.7825145
2090,"Pittsfield, Massachusetts",-73.2453824,42.4500845
2091,"Pittsfield, New Hampshire",-71.3242331,43.3058983
2092,"Pittsfield, New York",-75.2812794,42.638685
2093,"Pittsfield, Vermont",-72.8128828,43.7722884
2094,"Pittsford, New York",-77.5149969,43.0906186
2095,"Pittsford, Vermont",-73.0281647,43.7067329
2096,"Pittston, Maine",-69.7555995,44.2217367
2097,"Pittston, Massachusetts",-71.3824374,42.4072107
2098,"Pittstown, New York",-73.485114,42.8350778
2099,"Pittstown, Pennsylvania",-75.7893604,41.3259134
2100,"Plainfield, Connecticut",-71.915073,41.6764876
2101,"Plainfield, Massachusetts",-72.9162075,42.5153633
2102,"Plainfield, New York",-75.1895576,42.8341831
2103,"Plainfield, Vermont",-72.4264926,44.2781151
2104,"Plantation No. 1, 3rd Range, Maine",-69.4454689,45.253783
2105,"Plantation No. 22, Massachusetts",-71.6461871,42.1531194
2106,"Plantation No. 3, Maine",-70.3664496,43.5870156
2107,"Plantation No. 6, Maine",-70.366896,43.586083
2108,"Plantation No. 7, Maine",-69.3345386,44.6114654
2109,"Platte Kill, New York",-74.0593872,41.6239741
2110,"Platte-Kill, New York",-74.0593872,41.6239741
2111,"Plattekill, New York",-74.0593872,41.6239741
2112,"Plattin, Missouri",-90.4115112,38.131165
2113,"Plattkill, New York",-74.0593872,41.6239741
2114,"Plattsburg, New York",-73.4529124,44.6994873
2115,"Plattsburgh, New York",-73.4529124,44.6994873
2116,"Pleasant Valley, New York",-73.8212439,41.7445382
2117,"Plimpton, Massachusetts",-70.8148435,41.9558953
2118,"Ploughill, Massachusetts",-71.3824374,42.4072107
2119,"Plum Creek, Illinois",-87.6185724,41.3987403
2120,"Plum, Pennsylvania",-79.7494911,40.5003456
2121,"Plumb Creek, Illinois",-89.8640098,42.2155761
2122,"Plumb, Pennsylvania",-79.7494911,40.5003456
2123,"Plymouth, Connecticut",-73.0528853,41.6720418
2124,"Plymouth, Massachusetts",-70.6672621,41.9584457
2125,"Plymouth, New York",-75.6024065,42.6170149
2126,"Plymouth, Vermont",-72.7219581,43.5354332
2127,"Plympton, Massachusetts",-70.8148435,41.9558953
2128,"Poland, Maine",-70.3936675,44.0606281
2129,"Poland, Massachusetts",-80.6205004,41.0281214
2130,"Pomfret, Connecticut",-71.9625736,41.8975977
2131,"Pomfret, New York",-79.3578201,42.387934
2132,"Pomfret, Vermont",-72.5159287,43.704791
2133,"Pompey, New York",-76.0160326,42.8989556
2134,"Port Royal, Tennessee",-87.142006,36.550381
2135,"Portage de Sioux, Missouri",-94.6760395,39.1958951
2136,"Porter, Maine",-70.9332266,43.7961667
2137,"Porter, Massachusetts",-71.119149,42.3884
2138,"Porter, New York",-78.9853813,43.2493407
2139,"Porterfield, Massachusetts",-71.3824374,42.4072107
2140,"Portland, Maine",-70.2553259,43.661471
2141,"Portland, Massachusetts",-72.654684,42.077535
2142,"Portsmouth, New Hampshire",-70.7625532,43.0717552
2143,"Portsmouth, North Carolina",-76.0637911,35.0696135
2144,"Portsmouth, Rhode Island",-71.2503257,41.6023245
2145,"Potsdam, New York",-74.9813084,44.6697805
2146,"Potters, Pennsylvania",-77.032853,39.818837
2147,"Pottsgrove, Pennsylvania",-75.61185,40.2648195
2148,"Pottstown, Pennsylvania",-75.6496302,40.2453741
2149,"Poughkeepsie, New York",-73.9209701,41.7003713
2150,"Poultney, Vermont",-73.2362261,43.5170325
2151,"Pound Ridge, New York",-73.57482,41.208442
2152,"Pound-Ridge, New York",-73.57482,41.208442
2153,"Poundridge, New York",-73.57482,41.208442
2154,"Powers, Illinois",-88.4054338,42.1193061
2155,"Pownal, Maine",-70.1803764,43.9133191
2156,"Pownal, Massachusetts",-73.2269461,42.792313
2157,"Pownal, Vermont",-73.2269461,42.792313
2158,"Pownalboro, Massachusetts",-71.3824374,42.4072107
2159,"Praire, Missouri",-94.3359635,38.9282364
2160,"Prairie du Rocher, Illinois",-90.0959463,38.083108
2161,"Prairie, Illinois",-89.943138,38.176353
2162,"Prattsburg, New York",-77.2890644,42.5236449
2163,"Preble, New York",-76.1482602,42.7353459
2164,"Prescott, Massachusetts",-71.0681942,42.3566009
2165,"Preston, Connecticut",-72.0112598,41.5224785
2166,"Preston, New York",-75.6232418,42.5339602
2167,"Price's, Pennsylvania",-77.953529,40.80713
2168,"Prince Town, New York",-74.200064,40.525507
2169,"Princeton, Massachusetts",-71.877296,42.4487019
2170,"Princeton, New York",-74.0066181,40.7425879
2171,"Princetown, Massachusetts",-70.1786425,42.0584412
2172,"Princetown, New York",-74.0645709,42.7789649
2173,"Prospect, Maine",-68.8647555,44.5531298
2174,"Prospect, Massachusetts",-72.5056139,42.0476725
2175,"Providence, New York",-74.0535126,43.1060531
2176,"Providence, Rhode Island",-71.4128343,41.8239891
2177,"Provincetown, Massachusetts",-70.1786425,42.0584412
2178,"Puetney, New York",-73.7083308,40.6807334
2179,"Pugtown, Pennsylvania",-75.666,40.166908
2180,"Pulteney, New York",-77.167196,42.5250703
2181,"Pultney, New York",-77.167196,42.5250703
2182,"Putnam, Maine",-81.6416759,29.415938
2183,"Putnam, Massachusetts",-71.8689917,41.9046012
2184,"Putney, Vermont",-72.5217237,42.975268
2185,"Pyeatt, Arkansas",-91.7552173,35.2483463
2186,"Quakertown, Pennsylvania",-75.3415667,40.4417682
2187,"Queeensbury, New York",-73.6771662,43.353627
2188,"Queensborough, New York",-73.8283991,40.7138119
2189,"Queensburgh, New York",-74.0059413,40.7127837
2190,"Queensbury, New York",-73.6771662,43.353627
2191,"Queesbury, New York",-73.6771662,43.353627
2192,"Quincy, Massachusetts",-71.0022705,42.2528772
2193,"Racoon, Pennsylvania",-80.3769999,40.6075224
2194,"Raleigh, North Carolina",-78.6381787,35.7795897
2195,"Ramsen, New York",-75.1868317,43.3270136
2196,"Ramsey, Illinois",-89.108685,39.1444882
2197,"Ramsey's Creek, Missouri",-90.8525362,39.2854626
2198,"Randolph, Massachusetts",-71.042551,42.1619739
2199,"Randolph, Vermont",-72.6656948,43.9247446
2200,"Raymond, Maine",-70.468437,43.9015631
2201,"Raymond, Massachusetts",-71.1833857,43.0362094
2202,"Raymondston, Massachusetts",-71.3824374,42.4072107
2203,"Raynham, Massachusetts",-71.0731162,41.9487077
2204,"Readfield, Maine",-69.9667188,44.3878453
2205,"Readfield, Massachusetts",-71.0748659,42.3209501
2206,"Reading, Connecticut",-76.0318894,40.3388323
2207,"Reading, Massachusetts",-71.0952891,42.5256563
2208,"Reading, New York",-76.9412601,42.4069975
2209,"Reading, Vermont",-72.5914616,43.4893362
2210,"Readsboro, Vermont",-72.9470426,42.7718758
2211,"Readsborough, Vermont",-72.9511425,42.7732698
2212,"Reamstown, Pennsylvania",-76.1232796,40.2114823
2213,"Red Hook, New York",-74.0094471,40.6772802
2214,"Red-Hook, New York",-74.0094471,40.6772802
2215,"Redfield, New York",-75.8215792,43.5331257
2216,"Redhook, New York",-74.0094471,40.6772802
2217,"Redman, New York",-74.0058089,40.7423429
2218,"Reedsborough, Vermont",-72.5778415,44.5588028
2219,"Rehoboth, Massachusetts",-71.2393933,41.8470056
2220,"Remsen, New York",-75.1868317,43.3270136
2221,"Rennsaelerville, New York",-74.1379131,42.5161888
2222,"Rennselaerville, New York",-74.1379131,42.5161888
2223,"Rensselaer, New York",-73.742898,42.6425794
2224,"Rensselaersville, New York",-74.1379131,42.5161888
2225,"Rensselaerville, New York",-74.1379131,42.5161888
2226,"Rensselaerwick, New York",-74.0059413,40.7127837
2227,"Rensselaerwyck, New York",-74.0059413,40.7127837
2228,"Renssellaerwick, New York",-74.0059413,40.7127837
2229,"Reupert, Vermont",-73.2228853,43.2597979
2230,"Reynoldsburgh, Tennessee",-88.2453028,36.2154617
2231,"Rhinebeck, New York",-73.9074372,41.9318294
2232,"Rhynebeck, New York",-73.9074372,41.9318294
2233,"Richfield, New York",-75.0540468,42.8572942
2234,"Richford, Vermont",-72.6713018,44.9969955
2235,"Richland, Arkansas",-93.0776568,35.7669488
2236,"Richland, Illinois",-89.8581632,39.845883
2237,"Richland, New York",-76.0502046,43.5692838
2238,"Richmond, Maine",-69.8025788,44.0880682
2239,"Richmond, Massachusetts",-73.3676804,42.3729519
2240,"Richmond, Missouri",-93.9768876,39.278622
2241,"Richmond, Rhode Island",-71.6708363,41.4944764
2242,"Richmond, Vermont",-72.9924128,44.4053135
2243,"Ridge Prairie, Illinois",-88.3054729,42.4673891
2244,"Ridgefield, Connecticut",-73.4975412,41.2840635
2245,"Ridgefield, New York",-73.4975412,41.2840635
2246,"Riga, New York",-77.8838984,43.0695057
2247,"Rinkers, Tennessee",-86.5804473,35.5174913
2248,"Ripley, Illinois",-90.6387392,40.022826
2249,"Ripley, Maine",-69.3717134,44.9911704
2250,"Ripley, Massachusetts",-72.5186599,42.5186442
2251,"Rising Sun, Maryland",-76.0627266,39.6978871
2252,"River Head, New York",-72.6620402,40.9170435
2253,"Riverhead, New York",-72.6620402,40.9170435
2254,"Robbinston, Maine",-67.1094283,45.0781324
2255,"Robbinston, Massachusetts",-71.3824374,42.4072107
2256,"Robinston, Maine",-67.1094283,45.0781324
2257,"Roche Pearce, Missouri",-91.8318334,37.9642529
2258,"Roche Perce, Missouri",-91.8318334,37.9642529
2259,"Rochester, Massachusetts",-70.8452677,41.7549658
2260,"Rochester, New Hampshire",-70.9756186,43.304526
2261,"Rochester, New York",-77.6109219,43.16103
2262,"Rochester, Vermont",-72.808018,43.8745646
2263,"Rock and Cave, Illinois",-88.1653082,37.4692168
2264,"Rock Haven, Illinois",-91.1317614,40.4258358
2265,"Rockfork, Missouri",-93.1890281,36.6343902
2266,"Rockingham, Vermont",-72.4889288,43.1876028
2267,"Rockland, New York",-73.9830029,41.1489458
2268,"Rockville, Maryland",-77.1527578,39.0839973
2269,"Rocky Fort, Missouri",-92.3378501,39.0127192
2270,"Rockyfork, Missouri",-92.2630393,39.0908554
2271,"Rodman, New York",-75.9406679,43.8512135
2272,"Rogersville, Tennessee",-83.0054423,36.407317
2273,"Rome, Maine",-69.903486,44.5722051
2274,"Rome, Massachusetts",-71.3046097,41.9401202
2275,"Rome, New York",-75.4557303,43.2128473
2276,"Romullus, New York",-76.834038,42.7525461
2277,"Romulus, New York",-76.834038,42.7525461
2278,"Rooker's, Missouri",-91.8318334,37.9642529
2279,"Rose Hill, Pennsylvania",-76.9035335,40.1989201
2280,"Rossie, New York",-75.6549495,44.3786699
2281,"Rostraver, Pennsylvania",-79.8072611,40.164543
2282,"Rotterdam, New York",-73.9709583,42.7870209
2283,"Round Prairie, Missouri",-92.086133,38.8229056
2284,"Rowe, Massachusetts",-72.899542,42.6934166
2285,"Rowley, Massachusetts",-70.8787277,42.7167483
2286,"Roxbury, Connecticut",-73.3087285,41.5564843
2287,"Roxbury, Massachusetts",-71.0913748,42.3151978
2288,"Roxbury, New York",-74.5547222,42.3004166
2289,"Roxbury, Pennsylvania",-77.6619347,40.1103653
2290,"Roxbury, Vermont",-72.7329823,44.0939388
2291,"Royalston, Massachusetts",-72.1878604,42.6775856
2292,"Royalston, Vermont",-72.5427505,43.8176574
2293,"Royalton, Vermont",-72.5427505,43.8176574
2294,"Ruddell, Arkansas",-91.6663523,35.7837701
2295,"Rumford, Maine",-70.5508829,44.5536606
2296,"Rumford, Massachusetts",-71.3557165,41.8462161
2297,"Rupert, Vermont",-73.2228853,43.2597979
2298,"Rush, New York",-77.6298188,42.9954553
2299,"Rush, Pennsylvania",-76.0463137,41.7834087
2300,"Russell, Massachusetts",-72.8591256,42.189861
2301,"Russell, New York",-75.1499264,44.4295059
2302,"Russia, New York",-75.0821053,43.2586801
2303,"Rutland, Massachusetts",-71.9481211,42.3695086
2304,"Rutland, New York",-75.7836589,43.9410279
2305,"Rutland, Vermont",-72.9726065,43.6106237
2306,"Rye, New Hampshire",-70.7695547,43.0019301
2307,"Rye, New York",-73.6837399,40.9806535
2308,"Rye, Pennsylvania",-77.0449327,40.3192309
2309,"Ryegate, Vermont",-72.1160864,44.2387639
2310,"Saco, Maine",-70.4428286,43.5009176
2311,"Saco, Massachusetts",-70.392127,43.5019408
2312,"Saegers, Pennsylvania",-76.829128,41.1892482
2313,"Saint Albans, Maine",-69.4100475,44.9100606
2314,"Saint Albans, Massachusetts",-71.1070444,42.3340632
2315,"Saint Albans, Vermont",-73.0835582,44.8107132
2316,"Saint Augustine, Florida",-81.3124341,29.9012437
2317,"Saint Charles, Missouri",-90.4974359,38.7881062
2318,"Saint Ferdinand, Missouri",-90.1775946,38.7890262
2319,"Saint Francis, Arkansas",-90.1453751,36.4533933
2320,"Saint Francis, Missouri",-90.876244,40.328099
2321,"Saint Francois, Missouri",-90.518736,37.8564402
2322,"Saint Genevieve, Missouri",-90.0475582,37.9786618
2323,"Saint George, Maine",-69.1989341,44.0164709
2324,"Saint George, Massachusetts",-71.80076,42.26764
2325,"Saint George, Vermont",-73.1253641,44.3775898
2326,"Saint Johnsbury, Vermont",-72.0151183,44.4192627
2327,"Saint Louis, Missouri",-90.1994042,38.6270025
2328,"Saint Michael, Maryland",-76.3681476,38.1225412
2329,"Saint Michaels, Maryland",-76.2233202,38.785393
2330,"Saint Michaels, Missouri",-92.4223282,38.5283421
2331,"Salem, Massachusetts",-70.8967155,42.51954
2332,"Salem, New York",-73.3276101,43.1722983
2333,"Salem, Pennsylvania",-79.5378634,40.4233103
2334,"Salem, Vermont",-73.3276101,43.1722983
2335,"Salibury, New York",-73.5601266,40.7456559
2336,"Salina, New York",-76.1725774,43.1071066
2337,"Saline, Arkansas",-92.2670918,33.8734364
2338,"Saline, Illinois",-88.556531,37.7149675
2339,"Saline, Missouri",-93.1779659,39.1943564
2340,"Salisbury, Connecticut",-73.4212318,41.983426
2341,"Salisbury, Massachusetts",-70.8605982,42.841723
2342,"Salisbury, New York",-73.5601266,40.7456559
2343,"Salisbury, Vermont",-73.0998363,43.8964511
2344,"Salt Spring, Missouri",-93.418919,38.964237
2345,"Saltlick, Pennsylvania",-79.4028639,40.0468947
2346,"Sandersfield, Massachusetts",-73.1431637,42.1125914
2347,"Sandford, Massachusetts",-70.7688621,43.4296727
2348,"Sandgate, Vermont",-73.1994243,43.1477916
2349,"Sandisfield, Massachusetts",-73.1431637,42.1125914
2350,"Sandlake, New York",-73.5406697,42.6373017
2351,"Sandwich, Massachusetts",-70.4939317,41.7589615
2352,"Sandwich, New Hampshire",-71.4104696,43.7908703
2353,"Sanford, Maine",-70.7742804,43.4391627
2354,"Sanford, Massachusetts",-70.7688621,43.4296727
2355,"Sangamo, Illinois",-89.6479782,39.797705
2356,"Sangamon, Illinois",-89.6251646,39.7337353
2357,"Sangerfield, New York",-75.3790591,42.9139589
2358,"Sangersfield, New York",-75.3790591,42.9139589
2359,"Sangertius, New York",-74.0059413,40.7127837
2360,"Sangertuis, New York",-73.9529126,42.0775906
2361,"Sangerville, Maine",-69.357317,45.1645956
2362,"Sangerville, Massachusetts",-71.3824374,42.4072107
2363,"Santee, South Carolina",-80.4864764,33.4751634
2364,"Saranac, New York",-73.7434754,44.6514318
2365,"Saratoga (E.H.R.), New York",-73.6300729,43.0448483
2366,"Saratoga, New York",-73.6300729,43.0448483
2367,"Saugus, Massachusetts",-71.0110473,42.4651421
2368,"Saville, Pennsylvania",-77.3958209,40.4384144
2369,"Savoy, Massachusetts",-73.0287112,42.5667512
2370,"Saybrook, Connecticut",-72.5459069,41.4972424
2371,"Scaghiticoke, New York",-73.5853939,42.9000773
2372,"Scaghticoke, New York",-73.5853939,42.9000773
2373,"Scarboro, Massachusetts",-71.4122512,42.0544259
2374,"Scarborough, Maine",-70.3344921,43.5901974
2375,"Scarborough, Massachusetts",-70.3130255,43.6178538
2376,"Scaresdale, New York",-73.7845768,41.0050977
2377,"Scarsdale, New York",-73.7845768,41.0050977
2378,"Scaticoke, New York",-73.5853939,42.9000773
2379,"Scatikoke, New York",-73.5853939,42.9000773
2380,"Schaferstown, Pennsylvania",-76.2943987,40.2984255
2381,"Schafferstown, Pennsylvania",-76.2943987,40.2984255
2382,"Schaghtcoke, New York",-73.5853939,42.9000773
2383,"Schaghticoke, New York",-73.5853939,42.9000773
2384,"Schaghtioke, New York",-73.5853939,42.9000773
2385,"Schagticoke, New York",-73.5853939,42.9000773
2386,"Schamolin, Pennsylvania",-76.5588473,40.7889746
2387,"Scharoon, New York",-73.7618292,43.8383684
2388,"Schaticocke, New York",-73.5853939,42.9000773
2389,"Schaticoke, New York",-73.5853939,42.9000773
2390,"Schaticook, New York",-73.5853939,42.9000773
2391,"Schaughitocke, New York",-73.5853939,42.9000773
2392,"Schaughticok, New York",-73.5853939,42.9000773
2393,"Schaughticoke, New York",-73.5853939,42.9000773
2394,"Schenactady, New York",-73.9395687,42.8142432
2395,"Schenectady, New York",-73.9395687,42.8142432
2396,"Schlosser, New York",-73.9700086,40.8505859
2397,"Schodach, New York",-73.6771662,42.5191196
2398,"Schodack, New York",-73.6771662,42.5191196
2399,"Schoharie, New York",-74.3095787,42.6659087
2400,"Schoharry, New York",-74.3095787,42.6659087
2401,"Schohary, New York",-74.3095787,42.6659087
2402,"Schreor, New York",-74.0059413,40.7127837
2403,"Schroon, New York",-73.7618292,43.8383684
2404,"Schuyler, New York",-75.0912706,43.0986809
2405,"Scipio, New York",-76.5719414,42.7874635
2406,"Scituate, Massachusetts",-70.7258633,42.195929
2407,"Scituate, Rhode Island",-71.6198686,41.7964495
2408,"Scott, Illinois",-90.4879916,39.6094934
2409,"Seabrook, New Hampshire",-70.8655074,42.8909615
2410,"Searsmont, Maine",-69.1950411,44.3617419
2411,"Searsmont, Massachusetts",-71.3824374,42.4072107
2412,"Sebec, Maine",-69.1167087,45.2714408
2413,"Sebec, Massachusetts",-70.88009,41.634048
2414,"Seboois, Maine",-68.7111424,45.3631091
2415,"Sedgewick, Maine",-68.6155184,44.3040651
2416,"Sedgwick, Maine",-68.6155184,44.3040651
2417,"Sedgwick, Massachusetts",-71.1131202,42.308654
2418,"Seekonk, Massachusetts",-71.3369972,41.808434
2419,"Selma, Alabama",-87.0211007,32.4073589
2420,"Sempronius, New York",-76.3152098,42.7295134
2421,"Senaca, New York",-76.8720961,42.7651891
2422,"Seneca, New York",-76.8720961,42.7651891
2423,"Senneca, New York",-76.8720961,42.7651891
2424,"Shaftsbury, Vermont",-73.1955094,43.0036753
2425,"Shandaken, New York",-74.3954274,42.1200896
2426,"Shapleigh, Maine",-70.8481164,43.5406359
2427,"Shapleigh, Massachusetts",-71.0605695,42.7692421
2428,"Sharon, Connecticut",-73.4768697,41.8793754
2429,"Sharon, Massachusetts",-71.1786237,42.1236499
2430,"Sharon, New York",-74.5324165,42.7609688
2431,"Sharon, Vermont",-72.4541709,43.7852344
2432,"Sharpsburg, Maryland",-77.748882,39.4575994
2433,"Sharpsburgh, Maryland",-77.748882,39.4575994
2434,"Shawangunk, New York",-74.1944529,41.6284438
2435,"Shawnee, Illinois",-88.1193763,37.7407128
2436,"Shawneetown, Illinois",-88.1867027,37.713102
2437,"Shawungonck, New York",-74.1944529,41.6284438
2438,"Shawungunk, New York",-74.1944529,41.6284438
2439,"Sheafer's-town, Pennsylvania",-77.1945247,41.2033216
2440,"Sheafferstown, Pennsylvania",-76.2943987,40.2984255
2441,"Sheffield, Massachusetts",-73.3551436,42.1099885
2442,"Sheffield, Vermont",-72.1139881,44.6019975
2443,"Shelbourne, Vermont",-73.227626,44.3806065
2444,"Shelburn, Vermont",-73.227626,44.3806065
2445,"Shelburne, Massachusetts",-72.6884244,42.5898074
2446,"Shelburne, Vermont",-73.227626,44.3806065
2447,"Shelbyville, Tennessee",-86.4602717,35.483406
2448,"Shelden, New York",-78.4185679,42.755897
2449,"Sheldon, New York",-78.4186302,42.7372826
2450,"Sheldon, Vermont",-72.9429124,44.8817124
2451,"Shelter Island, New York",-72.3386939,41.0681549
2452,"Shepardsfield, Massachusetts",-71.3824374,42.4072107
2453,"Shepardston, Massachusetts",-72.3572557,42.667727
2454,"Sherborn, Massachusetts",-71.3697813,42.2389857
2455,"Sherborn, New York",-74.0059413,40.7127837
2456,"Sherborne, New York",-77.4494555,43.2461516
2457,"Sherburn, Massachusetts",-71.3697813,42.2389857
2458,"Sherburne, Massachusetts",-72.6884244,42.5898074
2459,"Sherburne, New York",-75.4985123,42.6781266
2460,"Sherburne, Vermont",-73.227626,44.3806065
2461,"Sherman, Connecticut",-73.497418,41.5786417
2462,"Shetlter Island, New York",-72.3386939,41.0681549
2463,"Shippensburg, Pennsylvania",-77.5202647,40.0506453
2464,"Shirley, Massachusetts",-71.6495176,42.5437035
2465,"Shirleysburg, Pennsylvania",-77.8741635,40.2978576
2466,"Shoal Creek, Illinois",-89.5686271,38.9660127
2467,"Shoreham, Vermont",-73.3159515,43.8936708
2468,"Shrewsbury, Massachusetts",-71.7128471,42.2959267
2469,"Shrewsbury, Vermont",-72.8667686,43.5089588
2470,"Shutesbury, Massachusetts",-72.4098077,42.4564779
2471,"Sidney, Maine",-69.7226248,44.4530868
2472,"Sidney, Massachusetts",-71.1304021,41.7373447
2473,"Sidney, New York",-75.3915665,42.3148024
2474,"Silver Creek, Illinois",-89.5686271,42.2551603
2475,"Simpronius, New York",-76.3152098,42.7295134
2476,"Simsbury, Connecticut",-72.827915,41.8540094
2477,"Six Mile Prairie, Illinois",-89.5636172,38.0514281
2478,"Six Mile, Illinois",-89.1134166,37.9115488
2479,"Slippery Rock, Pennsylvania",-80.0564468,41.0639506
2480,"Smith Town, New York",-73.2006687,40.8559314
2481,"Smithfield, New York",-73.599449,41.884918
2482,"Smithfield, Rhode Island",-71.5495101,41.9220496
2483,"Smithfield, Vermont",-78.3589987,35.4975365
2484,"Smithton, Missouri",-93.092979,38.6800181
2485,"Smithtown, New York",-73.2006687,40.8559314
2486,"Smithville, New York",-75.7548654,42.4233064
2487,"Smyrna, New York",-75.5707376,42.6872921
2488,"Snow Hill, Maryland",-75.3926959,38.1770634
2489,"Sodus, New York",-77.0613618,43.2378428
2490,"Solon, Maine",-69.858391,44.949502
2491,"Solon, Massachusetts",-72.6115615,42.5867079
2492,"Solon, New York",-76.0168688,42.5970144
2493,"Somers, Connecticut",-72.4460798,41.9851929
2494,"Somerset, Massachusetts",-71.1286194,41.7695425
2495,"Somerset, Vermont",-72.9862472,42.9502858
2496,"Somerstown, New York",-73.6701585,41.3435909
2497,"Somersworth, New Hampshire",-70.8653372,43.2617503
2498,"South Berwick, Maine",-70.8095018,43.2345292
2499,"South Berwick, Massachusetts",-71.1696825,42.2826875
2500,"South Brimfield, Massachusetts",-72.2005059,42.1225482
2501,"South East, New York",-74.0059413,40.7127837
2502,"South Hadley, Massachusetts",-72.5747934,42.2591729
2503,"South Hampton, New York",-73.2609255,43.5198973
2504,"South Hempstead, New York",-73.6154064,40.6809354
2505,"South Hempsted, New York",-73.6154064,40.6809354
2506,"South Hero, Vermont",-73.3023532,44.6453228
2507,"South Hold, New York",-72.4261962,41.0648222
2508,"South Huntington, Pennsylvania",-79.6726632,40.1525347
2509,"South Kingstown, Rhode Island",-71.524667,41.4475686
2510,"South Reading, Massachusetts",-71.0723391,42.5039395
2511,"South Salem, New York",-73.5523849,41.2728649
2512,"South-East, New York",-74.0059413,40.7127837
2513,"Southampton, Massachusetts",-72.7300929,42.2292572
2514,"Southampton, New York",-72.3895296,40.884267
2515,"Southboro, Massachusetts",-71.60452,42.212016
2516,"Southborough, Massachusetts",-71.5245087,42.3056501
2517,"Southbridge, Massachusetts",-72.0333905,42.0751065
2518,"Southbury, Connecticut",-73.2133715,41.4793072
2519,"Southeast, New York",-73.623787,41.413203
2520,"Southeastown, New York",-74.0364279,41.7393391
2521,"Southfield, New York",-73.8187544,40.9278346
2522,"Southhold, New York",-72.4261962,41.0648222
2523,"Southington, Connecticut",-72.8776013,41.5964869
2524,"Southold, New York",-72.4261962,41.0648222
2525,"Southwick, Massachusetts",-72.7703724,42.0548167
2526,"Southwork, Pennsylvania",-75.1472414,39.9382626
2527,"Spafford, New York",-76.2649296,42.804512
2528,"Sparta, New York",-77.6765184,42.6054111
2529,"Sparta, Tennessee",-85.4641421,35.9258985
2530,"Spencer, Massachusetts",-71.9922867,42.2439682
2531,"Spring River, Arkansas",-91.3083685,36.1908566
2532,"Spring, Illinois",-88.7686382,42.2099261
2533,"Springfield, Illinois",-89.6501481,39.7817213
2534,"Springfield, Massachusetts",-72.589811,42.1014831
2535,"Springfield, New York",-74.8534838,42.836184
2536,"Springfield, Tennessee",-86.8849984,36.5092118
2537,"Springfield, Vermont",-72.4823117,43.2984078
2538,"Springport, New York",-76.675922,42.8477265
2539,"Springville, Pennsylvania",-75.9176974,41.6975763
2540,"St. Clair, Pennsylvania",-76.1910536,40.7206451
2541,"Stafford, Connecticut",-72.3162523,41.984407
2542,"Stafford, Vermont",-72.488598,44.191641
2543,"Stamford, Connecticut",-73.5387341,41.0534302
2544,"Stamford, New York",-74.614318,42.4073024
2545,"Stamford, Vermont",-73.0679253,42.7561535
2546,"Standford, New York",-73.6771662,41.9037411
2547,"Standish, Maine",-70.5509356,43.7355927
2548,"Standish, Massachusetts",-70.7550403,42.1070464
2549,"Stanford, New York",-73.6771662,41.9037411
2550,"Stark, Massachusetts",-71.8597687,42.281816
2551,"Starks, Maine",-69.9661708,44.7306156
2552,"Starks, Massachusetts",-72.7204115,42.73375
2553,"Starksboro, Vermont",-73.0573427,44.2272782
2554,"Starksborough, Vermont",-73.0573427,44.2272782
2555,"Stephen Town, New York",-73.3739973,42.5486929
2556,"Stephen-Town, New York",-73.3739973,42.5486929
2557,"Stephen, New York",-73.901929,40.697593
2558,"Stephenstown, New York",-73.3739973,42.5486929
2559,"Stephentown, New York",-73.3739973,42.5486929
2560,"Sterling, Connecticut",-71.8290112,41.7073744
2561,"Sterling, Massachusetts",-71.7606293,42.4374156
2562,"Sterling, New York",-76.6449491,43.3259005
2563,"Sterling, Vermont",-72.7761472,44.5437343
2564,"Stetson Plantation, Maine",-69.4454689,45.253783
2565,"Steuben, Maine",-67.9652562,44.5107169
2566,"Steuben, Massachusetts",-72.5153491,42.1464296
2567,"Steuben, New York",-75.2829465,43.3200694
2568,"Stevenstown, New York",-73.3739973,42.5486929
2569,"Steventown, New York",-73.3739973,42.5486929
2570,"Still Water, New York",-73.6531731,42.9384101
2571,"Stillwater, Massachusetts",-72.6826551,41.8338191
2572,"Stillwater, New York",-73.6531731,42.9384101
