x,towns,lon,lat
1073,"Le Raye, New York",-75.7836589,44.0904517
1074,"Le Roy, New York",-77.9841776,42.9783944
1075,"Lebanon, Connecticut",-72.2127255,41.636391
1076,"Lebanon, Maine",-70.919379,43.4006697
1077,"Lebanon, Massachusetts",-72.2906029,43.7041092
1078,"Lebanon, New York",-75.6476841,42.7814571
1079,"Ledyard, New York",-76.6216114,42.6953486
1080,"Lee, Massachusetts",-73.2481951,42.3042151
1081,"Lee, New Hampshire",-71.0120127,43.122244
1082,"Leeds, Maine",-70.1194984,44.3034024
1083,"Leeds, Massachusetts",-70.1194984,44.3034024
1084,"Leicester, Massachusetts",-71.9086843,42.245926
1085,"Leicester, New York",-77.8966709,42.7720066
1086,"Leicester, Vermont",-73.1078914,43.8667293
1087,"Lemington, Vermont",-71.5553619,44.9236819
1088,"Lenox, Massachusetts",-73.2848762,42.3564609
1089,"Lenox, New York",-75.70472,43.05833
1090,"Leominster, Massachusetts",-71.759794,42.5250906
1091,"LeRay, New York",-75.908049,43.9896418
1092,"LeRoy, New York",-77.9841776,42.9783944
1093,"Leslie, New York",-73.7646669,40.684057
1094,"Levant, Maine",-68.9347611,44.8692358
1095,"Levant, Massachusetts",-71.0698724,42.3033441
1096,"Leverett, Massachusetts",-72.5011335,42.4519581
1097,"Lewis, New York",-73.5655742,44.275027
1098,"Lewiston, Maine",-70.2147764,44.100351
1099,"Lewiston, Massachusetts",-71.1112816,42.2651689
1100,"Lexington, Massachusetts",-71.2289641,42.4430372
1101,"Lexington, New York",-74.3654253,42.2403646
1102,"Leyden, Massachusetts",-72.6300909,42.7000837
1103,"Leyden, New York",-75.3645369,43.5493013
1104,"Liberty, New York",-74.74655,41.8012001
1105,"Lide, New York",-73.7752479,41.0151626
1106,"Ligonia, Maine",-70.2922709,43.6375823
1107,"Limerick, Maine",-70.7936719,43.6884112
1108,"Limerick, Massachusetts",-71.9958877,42.5702097
1109,"Limington, Maine",-70.7108924,43.7317442
1110,"Limington, Massachusetts",-71.2289641,42.4430372
1111,"Lincoln, Massachusetts",-71.3039469,42.4259283
1112,"Lincoln, Vermont",-72.9970612,44.1058928
1113,"Lincolnsville, Massachusetts",-69.0087018,44.2811973
1114,"Lincolnvil, Massachusetts",-69.0087018,44.2811973
1115,"Lincolnville, Maine",-69.0087018,44.2811973
1116,"Lincolnville, Massachusetts",-69.0087018,44.2811973
1117,"Lisbon, Connecticut",-72.0112598,41.5998861
1118,"Lisbon, Maine",-70.1043704,44.0316013
1119,"Lisbon, Massachusetts",-71.0506186,42.4289356
1120,"Lisbon, New York",-75.3210467,44.727284
1121,"Lisle, New York",-76.0032571,42.3511845
1122,"Litcfield, New York",-75.1457455,42.9777236
1123,"Litchfield, Connecticut",-73.1887165,41.7472642
1124,"Litchfield, Maine",-69.93356,44.1740739
1125,"Litchfield, Massachusetts",-71.4797889,42.8442536
1126,"Litchfield, New York",-75.1457455,42.9777236
1127,"Little Compton, Rhode Island",-71.1711563,41.5101032
1128,"Little Ossipee, Massachusetts",-71.3824374,42.4072107
1129,"Little River, Massachusetts",-72.8745143,42.3289044
1130,"Little Valley, New York",-78.8055896,42.2525629
1131,"Littlefalls, Massachusetts",-70.42782,43.73203
1132,"Littleton, Massachusetts",-71.5128022,42.5372893
1133,"Livermore, Maine",-70.2081176,44.4078297
1134,"Livermore, Massachusetts",-71.106374,42.2751235
1135,"Livingston, New York",-73.7779162,42.1424234
1136,"Livinston, New York",-73.7779162,42.1424234
1137,"Locke, New York",-76.4307699,42.6606262
1138,"Londonberry, Vermont",-72.8064866,43.2264643
1139,"Londonderry, Vermont",-72.8064866,43.2264643
1140,"Longmeadow, Massachusetts",-72.5828642,42.0501022
1141,"Lorain, New York",-75.9593643,43.7664564
1142,"Loraine, New York",-75.9593643,43.7664564
1143,"Lorraine, New York",-75.9593643,43.7664564
1144,"Louden, Massachusetts",-71.1142606,42.399346
1145,"Loudon, Massachusetts",-73.0919689,42.1930224
1146,"Louisville, New York",-75.0157628,44.8975496
1147,"Lovel, Maine",-70.8930466,44.1255995
1148,"Lovel, Massachusetts",-71.830644,42.257759
1149,"Lovell, Maine",-70.8930466,44.1255995
1150,"Lovell, Massachusetts",-71.830644,42.257759
1151,"Lowell, Massachusetts",-71.3161718,42.6334247
1152,"Lowville, New York",-75.4918505,43.786736
1153,"Lubec, Maine",-66.9835907,44.8585863
1154,"Lubeck, Maine",-66.9835907,44.8585863
1155,"Lubeck, Massachusetts",-66.9835907,44.8585863
1156,"Ludlow, Massachusetts",-72.475919,42.1600936
1157,"Ludlow, Vermont",-72.7006518,43.3959056
1158,"Lumberland, New York",-74.8039205,41.4781684
1159,"Lunenberg, Massachusetts",-71.7245035,42.5945273
1160,"Lunenburg, Massachusetts",-71.7245035,42.5945273
1161,"Lunenburg, Vermont",-71.6820321,44.4631136
1162,"Lunenburgh, Massachusetts",-71.7245035,42.5945273
1163,"Lunenburgh, Vermont",-71.6820321,44.4631136
1164,"Lutterloh, Vermont",-72.5778415,44.5588028
1165,"Lyden, New York",-73.6806623,40.9698102
1166,"Lyman, Maine",-70.6379682,43.5050963
1167,"Lyman, Massachusetts",-71.2285178,42.382996
1168,"Lyme, Connecticut",-72.3429525,41.400812
1169,"Lyndon, Vermont",-72.0000723,44.5453088
1170,"Lynn and Lynnfield, Massachusetts",-70.9665682,42.4789626
1171,"Lynn, Massachusetts",-70.9494938,42.466763
1172,"Lynnfield, Massachusetts",-71.0465638,42.53869
1173,"Lysander, New York",-76.459104,43.2064566
1174,"Lysanders, New York",-76.313218,43.094614
1175,"Machias, Maine",-67.461376,44.7150789
1176,"Machias, Massachusetts",-71.3824374,42.4072107
1177,"Madbury, New Hampshire",-70.9239484,43.1692512
1178,"Madison, Maine",-69.8797486,44.7975466
1179,"Madison, Massachusetts",-71.8016676,42.2571258
1180,"Madison, New York",-75.5121217,42.8989582
1181,"Madrid, New York",-75.1325897,44.7483037
1182,"Maidstone, Vermont",-71.5720307,44.6486636
1183,"Malden, Massachusetts",-71.066163,42.4250964
1184,"Malone, New York",-74.2948983,44.8486596
1185,"Malta, Maine",-69.7576688,44.3166388
1186,"Malta, Massachusetts",-70.869806,42.280806
1187,"Malta, New York",-73.7926207,42.9711869
1188,"Mamacating, New York",-74.4760088,41.5897024
1189,"Mamacatting, New York",-74.4760088,41.5897024
1190,"Mamacotton, New York",-74.0059413,40.7127837
1191,"Mamakating, New York",-74.4760088,41.5897024
1192,"Mamaroneck, New York",-73.7326309,40.9487097
1193,"Mammacating, New York",-74.4760088,41.5897024
1194,"Mammakating, New York",-74.4760088,41.5897024
1195,"Mammaraneck, New York",-73.7326309,40.9487097
1196,"Mamoreoneeck, New York",-73.7326309,40.9487097
1197,"Mamoroneck, New York",-73.7326309,40.9487097
1198,"Manacating, New York",-74.4760088,41.5897024
1199,"Mancester, Massachusetts",-70.7675967,42.577834
1200,"Manchester, Massachusetts",-70.7675967,42.577834
1201,"Manchester, Vermont",-73.0723268,43.1636875
1202,"Mandan, New York",-78.875435,42.947758
1203,"Manheim, New York",-74.8039205,43.0587198
1204,"Manilius, New York",-75.9768632,43.0020107
1205,"Manilus, New York",-75.9768632,43.0020107
1206,"Manlius, New York",-75.9768632,43.0020107
1207,"Manluis, New York",-75.9768632,43.0020107
1208,"Manor Castletown, New York",-73.2601964,43.5630588
1209,"Manor Livingston, New York",-73.8752102,41.0161634
1210,"Manor of Livingston, New York",-73.8752102,41.0161634
1211,"Manor, New York",-74.1214945,40.6001971
1212,"Mansfield, Connecticut",-72.2292913,41.788489
1213,"Mansfield, Massachusetts",-71.2190578,42.0334565
1214,"Mansfield, Vermont",-72.2224347,41.7126703
1215,"Maracellus, New York",-76.3404867,42.9828438
1216,"Marblehead, Massachusetts",-70.8578024,42.4999582
1217,"Marbletown, New York",-74.1131984,41.883426
1218,"Marcellus, New York",-76.3404867,42.9828438
1219,"Mariaville, Maine",-68.4155785,44.7206287
1220,"Marlboro, Massachusetts",-71.5522874,42.3459271
1221,"Marlborough, Connecticut",-72.459634,41.6314378
1222,"Marlborough, Massachusetts",-71.5522874,42.3459271
1223,"Marlborough, New York",-73.9947563,41.629384
1224,"Marlborough, Vermont",-72.7259271,42.859526
1225,"Marmacotting, New York",-74.0059413,40.7127837
1226,"Maronack, New York",-73.7326309,40.9487097
1227,"Marshfield, Massachusetts",-70.7055871,42.0917453
1228,"Marshfield, Vermont",-72.3539905,44.3508405
1229,"Martinsburg, New York",-75.4696268,43.7375692
1230,"Martinsburgh, New York",-75.4696268,43.7375692
1231,"Martz, New York",-77.3288022,43.0121932
1232,"Massena, New York",-74.891865,44.9281049
1233,"Maxfield, Maine",-68.7522632,45.2833559
1234,"Mayfield, New York",-74.2648563,43.1045171
1235,"Medencook, Massachusetts",-71.3824374,42.4072107
1236,"Medfield, Massachusetts",-71.3064597,42.1875826
1237,"Medford, Massachusetts",-71.1061639,42.4184296
1238,"Medway, Massachusetts",-71.3967256,42.1417641
1239,"Mendon, Massachusetts",-71.5522859,42.1056525
1240,"Mendon, New York",-77.5048696,42.9976979
1241,"Mentz, New York",-76.6297189,43.0335594
1242,"Mercellus, New York",-76.3404867,42.9828438
1243,"Mercer, Maine",-69.9364462,44.6781171
1244,"Mercer, Massachusetts",-71.387628,41.8138924
1245,"Mercillus, New York",-76.3404867,42.9828438
1246,"Meredith, New York",-74.9343272,42.3584155
1247,"Meriden, Connecticut",-72.8070435,41.5381535
1248,"Metheun, Massachusetts",-71.1908924,42.7262016
1249,"Methuen, Massachusetts",-71.1908924,42.7262016
1250,"Mexico, Maine",-70.5433579,44.5571093
1251,"Mexico, Massachusetts",-70.5433579,44.5571093
1252,"Mexico, New York",-76.2288176,43.4595138
1253,"Middle Hero, Vermont",-73.2666666,44.7563888
1254,"Middleboro, Massachusetts",-70.9107708,41.8929942
1255,"Middleborough, Massachusetts",-70.9107708,41.8929942
1256,"Middleburg, New York",-74.3329156,42.598687
1257,"Middleburgh, New York",-74.3329156,42.598687
1258,"Middlebury, Connecticut",-73.1276107,41.5278742
1259,"Middlebury, New York",-78.133638,42.808445
1260,"Middlebury, Vermont",-73.16734,44.0153371
1261,"Middlefield, Massachusetts",-73.0151011,42.3484207
1262,"Middlefield, New York",-74.8398736,42.6872972
1263,"Middlesex, Vermont",-72.6792807,44.2928358
1264,"Middleton, Massachusetts",-71.0161643,42.5950939
1265,"Middleton, New York",-74.61662,42.15237
1266,"Middleton, Vermont",-73.096744,43.9862705
1267,"Middletown, Connecticut",-72.6506488,41.5623209
1268,"Middletown, New York",-74.4229341,41.4459271
1269,"Middletown, Rhode Island",-71.2834538,41.5218243
1270,"Middletown, Vermont",-72.7300961,43.2839632
1271,"Milan, New York",-73.7920752,41.9534255
1272,"Milburn, Maine",-69.7113125,44.7651538
1273,"Milford, Connecticut",-73.064036,41.2306979
1274,"Milford, Massachusetts",-71.5163049,42.1398577
1275,"Milford, New York",-74.9451573,42.5906322
1276,"Millbury, Massachusetts",-71.761522,42.1920719
1277,"Milo, Maine",-68.985873,45.2536574
1278,"Milton, Massachusetts",-71.0661653,42.2495321
1279,"Milton, New York",-73.9570826,41.6598157
1280,"Milton, Vermont",-73.1104112,44.6397701
1281,"Minden, New York",-74.7102958,42.9319435
1282,"Mindon, New York",-77.5048696,42.9976979
1283,"Minehead, Vermont",-72.5778415,44.5588028
1284,"Minerva, New York",-73.984302,43.7914527
1285,"Minisink, New York",-74.5346103,41.3338698
1286,"Minot, Maine",-70.3471228,44.1563223
1287,"Minot, Massachusetts",-70.7619867,42.2403789
1288,"Mohawk, New York",-75.0040449,43.0114592
1289,"Monkton, Vermont",-73.1253991,44.2200554
1290,"Monmouth, Maine",-70.0356069,44.238682
1291,"Monmouth, Massachusetts",-70.926976,41.690559
1292,"Monroe, Maine",-69.018094,44.6150724
1293,"Monroe, Massachusetts",-73.0051055,42.7143925
1294,"Monroe, New York",-74.1868135,41.3306493
1295,"Monson, Maine",-69.5011619,45.2869936
1296,"Monson, Massachusetts",-72.3189519,42.1042451
1297,"Montague, Massachusetts",-72.5353437,42.5355277
1298,"Monteville, Maine",-69.2803202,44.4372947
1299,"Montgomery, Massachusetts",-72.8050954,42.2067573
1300,"Montgomery, New York",-74.236816,41.5275938
1301,"Montgomery, Vermont",-72.63818,44.9025466
1302,"Montpelier, Vermont",-72.5753869,44.2600593
1303,"Montville, Connecticut",-72.1556189,41.4639922
1304,"Montville, Maine",-69.2803202,44.4372947
1305,"Montville, Massachusetts",-72.1984079,41.4719987
1306,"Mooers-Town, New York",-73.5873639,44.9633714
1307,"Mooers, New York",-73.5873639,44.9633714
1308,"Moores, New York",-73.5873639,44.9633714
1309,"Moors Town, New York",-73.5873639,44.9633714
1310,"Moreau, New York",-73.6771662,43.2406297
1311,"Moretown, Vermont",-72.7609496,44.2508918
1312,"Morgan, Vermont",-71.9747169,44.892455
1313,"Moriah, New York",-73.5051262,44.0461658
1314,"Morissiania, New York",-73.9109977,40.8250663
1315,"Morrisannia, New York",-73.9109977,40.8250663
1316,"Morristown, Vermont",-72.6237275,44.5572744
1317,"Moscow, Maine",-69.8910751,45.0713866
1318,"Moscow, Massachusetts",-73.372321,42.332271
1319,"Mount Desert, Maine",-68.3193614,44.3357884
1320,"Mount Desert, Massachusetts",-71.3824374,42.4072107
1321,"Mount Holly, Vermont",-72.8256382,43.4474694
1322,"Mount Pleasant, New York",-73.7936144,41.0948407
1323,"Mount Tabor, Vermont",-72.9826037,43.3506285
1324,"Mount Vernon, Maine",-69.987555,44.5011761
1325,"Mount Vernon, Massachusetts",-71.1706046,42.6822607
1326,"Mount Washington, Massachusetts",-73.4516852,42.0850246
1327,"Mounth Pleasant, New York",-73.7936144,41.0948407
1328,"Mountholly, Vermont",-72.8256382,43.4474694
1329,"Mounttabor, Vermont",-72.9826037,43.3506285
1330,"Mt. Pleasant, New York",-73.7934666,41.0962074
1331,"Munroe, Maine",-69.018094,44.6150724
1332,"Munroe, New York",-74.1868135,41.3306493
1333,"Murray, New York",-78.0458502,43.2739482
1334,"N. Baltimore, New York",-73.7886601,42.446194
1335,"N. Hempstead, New York",-73.6771662,40.8099413
1336,"Nantucket, Massachusetts",-70.099451,41.2834704
1337,"Nassau, New York",-73.6101159,42.5159145
1338,"Natick, Massachusetts",-71.3468091,42.2775281
1339,"Navy, Vermont",-72.03309,44.84436
1340,"Needham, Massachusetts",-71.2377548,42.2809285
1341,"Nelson, New York",-75.7768545,42.9172892
1342,"Neversink, New York",-74.62502,41.8448528
1343,"New  Utrecht, New York",-73.9959724,40.6131601
1344,"New Baltimore, New York",-73.7886601,42.446194
1345,"New Bedford, Massachusetts",-70.934205,41.6362152
1346,"New Berlin, New York",-75.33156,42.6242404
1347,"New Braintree, Massachusetts",-72.1259114,42.3167581
1348,"New Canaan, Connecticut",-73.4948445,41.146763
1349,"New Castle, Maine",-70.7160762,43.0724613
1350,"New Castle, Massachusetts",-70.921699,42.534983
1351,"New Castle, New Hampshire",-70.7160762,43.0724613
1352,"New Castle, New York",-73.7830861,41.1889606
1353,"New Charleston, Maine",-69.0405949,45.0850615
1354,"New Charleston, Massachusetts",-71.0808,42.3905269
1355,"New Charlestown, Massachusetts",-71.0808,42.3905269
1356,"New Cornwall, New York",-73.9595283,41.4161422
1357,"New Eutrecht, New York",-73.996353,40.624842
1358,"New Fairfield, Connecticut",-73.4856461,41.4660993
1359,"New Fane, Vermont",-72.6559313,42.9856736
1360,"New Gloucester, Maine",-70.2825536,43.962853
1361,"New Gloucester, Massachusetts",-70.719913,42.613692
1362,"New Hampstead, New York",-74.0362522,41.1500952
1363,"New Hartford, Connecticut",-72.9751693,41.8793214
1364,"New Haven, Connecticut",-72.9278835,41.308274
1365,"New Haven, Vermont",-73.1535713,44.1243277
1366,"New Hempstead, New York",-74.0505752,41.1511759
1367,"New Hempsted, New York",-74.0505752,41.1511759
1368,"New Huntington, Vermont",-73.1956749,44.0706133
1369,"New London, Connecticut",-72.0995209,41.3556539
1370,"New Market, New Hampshire",-70.9350382,43.0828551
1371,"New Marlborough, Massachusetts",-73.2529464,42.1111825
1372,"New Marlborough, New York",-73.2529464,42.1111825
1373,"New Milford, Connecticut",-73.4085463,41.5770433
1374,"New Milford, Massachusetts",-73.9833646,40.954543
1375,"New Paltz, New York",-74.0868095,41.7475933
1376,"New Platz, New York",-74.0868095,41.7475933
1377,"New Port, Maine",-69.2444565,44.8557175
1378,"New Portland, Maine",-70.0967304,44.884224
1379,"New Portland, Massachusetts",-71.0930061,42.3641823
1380,"New Rochel, New York",-73.7823549,40.9114882
1381,"New Rochell, New York",-73.7823549,40.9114882
1382,"New Rochelle, New York",-73.7823549,40.9114882
1383,"New Salem, Massachusetts",-72.3320289,42.5042551
1384,"New Salem, New York",-73.96889,42.62278
1385,"New Sharon, Maine",-70.0154885,44.6393784
1386,"New Sharon, Massachusetts",-71.178453,42.120998
1387,"New Shoreham, Rhode Island",-71.5576073,41.172137
1388,"New Town, New York",-74.0059413,40.7127837
1389,"New Utrecht, New York",-73.9959724,40.6131601
1390,"New Vineyard, Maine",-70.1216248,44.804873
1391,"New Vineyard, Massachusetts",-70.6653976,41.38096
1392,"New Windsor, New York",-74.0237518,41.4767605
1393,"New York City, New York",-74.0059413,40.7127837
1394,"New-Durham, New Hampshire",-71.1722886,43.4367466
1395,"New-Paltz, New York",-74.0868095,41.7475933
1396,"New-Utrecht, New York",-73.9959724,40.6131601
1397,"Newark, Vermont",-71.9227434,44.7019193
1398,"Newburg, Maine",-69.0003898,44.7173675
1399,"Newburg, Massachusetts",-70.8714528,42.7649497
1400,"Newburgh, Maine",-69.0003898,44.7173675
1401,"Newburgh, New York",-74.0104178,41.5034271
1402,"Newbury, Massachusetts",-70.8714528,42.7649497
1403,"Newbury, Vermont",-72.1341806,44.128342
1404,"Newburyport, Massachusetts",-70.8772751,42.8125913
1405,"Newcastle, Maine",-69.5386186,44.0365242
1406,"Newcastle, Massachusetts",-70.921699,42.534983
1407,"Newfane, Vermont",-72.6559313,42.9856736
1408,"Newfield, Maine",-70.8470062,43.6481341
1409,"Newfield, Massachusetts",-71.387702,42.277405
1410,"Newhaven, Vermont",-73.1535713,44.1243277
1411,"Newington, New Hampshire",-70.8336668,43.1000871
1412,"Newport, Maine",-69.2444565,44.8557175
1413,"Newport, Massachusetts",-69.2444565,44.8557175
1414,"Newport, New York",-75.0143244,43.1859025
1415,"Newport, Rhode Island",-71.3128285,41.4901024
1416,"Newport, Vermont",-72.2051022,44.9364356
1417,"Newry, Maine",-70.7885765,44.4884245
1418,"Newry, Massachusetts",-70.7885765,44.4884245
1419,"Newton, Massachusetts",-71.2092214,42.3370413
1420,"Newton, New York",-73.0776143,40.7456199
1421,"Newtown, Connecticut",-73.3035656,41.4141116
1422,"Newtown, Massachusetts",-71.2092214,42.3370413
1423,"Newtown, New York",-73.3035656,41.4141116
1424,"Niskayuna, New York",-73.8914407,42.8000049
1425,"Niskeuna, New York",-73.8914407,42.8000049
1426,"No. 10 Plantation, Maine",-69.3346707,44.6113994
1427,"No. 15 Plantation, Maine",-69.3348461,44.6114275
1428,"No. 22 Plantation, Massachusetts",-71.6461871,42.1531194
1429,"No. 3 Plantation, Maine",-70.3664496,43.5870156
1430,"No. 3. 6th Range, Maine",-69.4454689,45.253783
1431,"No. 9 Plantation, Maine",-69.3346356,44.6113936
1432,"Nobleboro, Massachusetts",-71.3824374,42.4072107
1433,"Nobleborough, Maine",-69.4851938,44.0795596
1434,"Nobleborough, Massachusetts",-71.3824374,42.4072107
1435,"Norfolk, Connecticut",-73.2020577,41.9939828
1436,"Norridgewalk, Massachusetts",-71.3824374,42.4072107
1437,"Norridgewock, Maine",-69.7905955,44.7130794
1438,"Norridgewock, Massachusetts",-71.3824374,42.4072107
1439,"North Baltimore, New York",-73.7886601,42.446194
1440,"North Bridgewater, Massachusetts",-70.9750541,41.9903519
1441,"North Brookfield, Massachusetts",-72.08504,42.2685574
1442,"North Castle, New York",-73.7119571,41.1119431
1443,"North Charleston, Maine",-69.0405949,45.0850615
1444,"North East, New York",-73.5358541,41.921742
1445,"North Gloucester, Maine",-70.6619888,42.6159285
1446,"North Hampton, New Hampshire",-70.8351792,42.9737623
1447,"North Haven, Connecticut",-72.8595447,41.3909139
1448,"North Hempstead, New York",-73.6771662,40.8099413
1449,"North Hempsted, New York",-73.6771662,40.8099413
1450,"North Hero, Vermont",-73.273505,44.8311432
1451,"North Hill, Maine",-70.3511687,44.2653474
1452,"North Hill, Massachusetts",-70.6993542,42.0469414
1453,"North Kingston, Rhode Island",-71.4536835,41.5568315
1454,"North Kingstown, Rhode Island",-71.4536835,41.5568315
1455,"North Marlborough, New York",-73.9947563,41.629384
1456,"North Providence, Rhode Island",-71.4676639,41.8535518
1457,"North Salem, Maine",-70.278122,44.900612
1458,"North Salem, New York",-73.5719051,41.3350356
1459,"North Stonington, Connecticut",-71.8811827,41.4409323
1460,"North Windsor, New York",-75.640462,42.0759128
1461,"North Yarmouth, Maine",-70.2388706,43.85735
1462,"North Yarmouth, Massachusetts",-70.2286681,41.7056291
1463,"North-Castle, New York",-73.7119571,41.1119431
1464,"North-East, New York",-73.5358541,41.921742
1465,"North-Hempstead, New York",-73.6771662,40.8099413
1466,"Northampton, Massachusetts",-72.6412013,42.3250896
1467,"Northampton, New York",-72.6895416,40.88871
1468,"Northboro, Massachusetts",-71.5687212,42.3149506
1469,"Northborough, Massachusetts",-71.6411997,42.3195556
1470,"Northbridge, Massachusetts",-71.6494407,42.1516323
1471,"Northcastle, New York",-73.7119571,41.1119431
1472,"Northeast Town, New York",-74.0059413,40.7127837
1473,"Northeast, New York",-74.0059413,40.7127837
1474,"Northeastown, New York",-73.53585,41.92174
1475,"Northfield, Massachusetts",-72.4528885,42.6959093
1476,"Northfield, New York",-75.1887822,42.2470282
1477,"Northfield, Vermont",-72.6564986,44.1511723
1478,"Northport, Maine",-68.9613175,44.3377823
1479,"Northport, Massachusetts",-70.177257,41.7347208
1480,"Northumberland, New York",-73.5881713,43.1272972
1481,"Norton, Massachusetts",-71.1869963,41.9667703
1482,"Norwalk, Connecticut",-73.4081575,41.117744
1483,"Norway, Maine",-70.5448096,44.2139566
1484,"Norway, Massachusetts",-71.087866,42.3451617
1485,"Norway, New York",-74.9521005,43.2084024
1486,"Norwich, Connecticut",-72.0759105,41.5242649
1487,"Norwich, Massachusetts",-72.8384294,42.2889778
1488,"Norwich, New York",-75.5235149,42.531184
1489,"Norwich, Vermont",-72.307869,43.7153482
1490,"Nundo, New York",-77.942503,42.5795085
1491,"Oakham, Massachusetts",-72.0449783,42.3527105
1492,"Ogden, New York",-77.8138553,43.1579962
1493,"Olean, New York",-78.429927,42.083639
1494,"Onondaga, New York",-76.2389034,42.9602153
1495,"Oppenheim, New York",-74.6926462,43.0722932
1496,"Orange Town, New York",-73.0265277,41.278637
1497,"Orange, Massachusetts",-72.3097914,42.590354
1498,"Orange, New York",-74.3118212,41.3911653
1499,"Orange, Vermont",-72.4030806,44.148376
1500,"Orangetown, New York",-73.9477384,41.0555461
1501,"Orland, Maine",-68.7378128,44.5706252
1502,"Orland, Massachusetts",-68.7378128,44.5706252
1503,"Orlando, Maine",-68.7378128,44.5706252
1504,"Orleans, Massachusetts",-69.9897323,41.7898354
1505,"Orono, Maine",-68.6719411,44.8831125
1506,"Orono, Massachusetts",-68.6739531,44.912677
1507,"Orrington, Maine",-68.7904626,44.7202096
1508,"Orrington, Massachusetts",-71.3824374,42.4072107
1509,"Orwell, Vermont",-73.2978936,43.8039502
1510,"Ossian, New York",-77.7794411,42.5211777
1511,"Ostego, New York",-75.0611147,42.5779779
1512,"Oswegatchie, New York",-75.070196,44.1828405
1513,"Oswego, New York",-76.5104973,43.4553461
1514,"Otego, New York",-75.1735017,42.3973023
1515,"Otis, Massachusetts",-73.0919689,42.1930224
1516,"Otisco, New York",-76.2179832,42.8600671
1517,"Otisfield, Maine",-70.5492259,44.0903488
1518,"Otisfield, Massachusetts",-71.0810248,42.3130084
1519,"Otsego, New York",-75.0611147,42.5779779
1520,"Ovid, New York",-76.8230111,42.6764593
1521,"Owasco, New York",-76.4652146,42.8550683
1522,"Owego, New York",-76.2621549,42.1034075
1523,"Owesco, New York",-76.4652146,42.8550683
1524,"Oxford, Connecticut",-73.1168393,41.4338203
1525,"Oxford, Massachusetts",-71.8647577,42.1167606
1526,"Oxford, New York",-75.5976855,42.4420181
1527,"Oyster Bay, New York",-73.5320685,40.8656543
1528,"Oyster-Bay, New York",-73.5320685,40.8656543
1529,"Oysterbay, New York",-73.5320685,40.8656543
1530,"Painted Post, New York",-77.0941366,42.1620186
1531,"Palatine, New York",-74.5697617,42.9507351
1532,"Palentine, New York",-74.5697617,42.9507351
1533,"Palermo, Maine",-69.4672352,44.4059902
1534,"Palermo, Massachusetts",-70.9977467,42.3882677
1535,"Palmer, Massachusetts",-72.3286869,42.1584103
1536,"Palmira, New York",-77.2333154,43.0639521
1537,"Palmyra, Maine",-69.3586588,44.8464519
1538,"Palmyra, Massachusetts",-72.5453396,42.0913741
1539,"Palmyra, New York",-77.2333154,43.0639521
1540,"Paltz, New York",-74.0606099,41.7524457
1541,"Panton, Vermont",-73.3409878,44.1487891
1542,"Paris, Maine",-70.5006152,44.2597917
1543,"Paris, Massachusetts",-71.0361424,42.3737009
1544,"Paris, New York",-75.3137775,43.0006253
1545,"Parishville, New York",-74.8138334,44.628683
1546,"Parkerston, Vermont",-72.5778415,44.5588028
1547,"Parkerstown, Vermont",-72.5778415,44.5588028
1548,"Parkman, Maine",-69.4331038,45.1336651
1549,"Parma, New York",-77.8138553,43.2343532
1550,"Parris, Maine",-70.5006152,44.2597917
1551,"Parsonfield, Massachusetts",-71.3824374,42.4072107
1552,"Parsons, Massachusetts",-70.8966806,42.7502022
1553,"Parsonsfield, Maine",-70.9286755,43.7270214
1554,"Parsonsfield, Massachusetts",-71.114029,42.3371851
1555,"Partridgefield, Massachusetts",-71.3824374,42.4072107
1556,"Patridgefield, Massachusetts",-71.3824374,42.4072107
1557,"Patterson, New York",-73.6048288,41.513264
1558,"Paulings, New York",-74.0059413,40.7127837
1559,"Pawlet, Vermont",-73.177286,43.3465552
1560,"Pawlett, Vermont",-73.177286,43.3465552
1561,"Pawling, New York",-73.6026271,41.5620381
1562,"Pawlings, New York",-74.1512755,42.9761058
1563,"Paxton, Massachusetts",-71.9278427,42.3114889
1564,"Peacham, Vermont",-72.1704048,44.3286166
1565,"Pegypscot, Massachusetts",-71.3824374,42.4072107
1566,"Pejebscot, Massachusetts",-71.3824374,42.4072107
1567,"Pejepscot, Massachusetts",-71.3824374,42.4072107
1568,"Pelham, Massachusetts",-72.4036961,42.3931455
1569,"Pelham, New York",-73.810242,40.910321
1570,"Pembroke, Massachusetts",-70.8092,42.0714925
1571,"Penfield, New York",-77.475551,43.1303407
1572,"Pennicook, Massachusetts",-71.5375718,43.2081366
1573,"Penobscot, Maine",-68.7111393,44.4645202
1574,"Penobscot, Massachusetts",-70.626168,41.6844095
1575,"Pepperelboro, Massachusetts",-71.3824374,42.4072107
1576,"Pepperell, Massachusetts",-71.5884363,42.6659232
1577,"Pepperellboro, Massachusetts",-71.3824374,42.4072107
1578,"Pepperrelboro, Massachusetts",-71.3824374,42.4072107
1579,"Perinton, New York",-77.4472495,43.0796634
1580,"Perry, Maine",-67.0748806,44.974757
1581,"Perry, Massachusetts",-73.2084931,42.7127639
1582,"Perrysburgh, New York",-79.0019812,42.4564497
1583,"Peru, Maine",-70.4062771,44.5065458
1584,"Peru, Massachusetts",-73.0459339,42.4381417
1585,"Peru, New York",-73.5268028,44.578379
1586,"Peru, Vermont",-72.8978781,43.2297974
1587,"Peterborough, New York",-73.3964701,40.9306302
